# Year  Mon  Day  JD           Ayanamsa
1969   7  15   2440417.5    23.4310
1969   7  16   2440418.5    23.4311
1969   7  17   2440419.5    23.4311
1969   7  18   2440420.5    23.4311
1969   7  19   2440421.5    23.4312
1969   7  20   2440422.5    23.4312
1969   7  21   2440423.5    23.4313
1969   7  22   2440424.5    23.4313
1969   7  23   2440425.5    23.4313
1969   7  24   2440426.5    23.4314
1969   7  25   2440427.5    23.4314
1969   7  26   2440428.5    23.4314
1969   7  27   2440429.5    23.4315
1969   7  28   2440430.5    23.4315
1969   7  29   2440431.5    23.4316
1969   7  30   2440432.5    23.4316
1969   7  31   2440433.5    23.4316
1969   8   1   2440434.5    23.4317
1969   8   2   2440435.5    23.4317
1969   8   3   2440436.5    23.4318
1969   8   4   2440437.5    23.4318
1969   8   5   2440438.5    23.4318
1969   8   6   2440439.5    23.4319
1969   8   7   2440440.5    23.4319
1969   8   8   2440441.5    23.4319
1969   8   9   2440442.5    23.4320
1969   8  10   2440443.5    23.4320
1969   8  11   2440444.5    23.4321
1969   8  12   2440445.5    23.4321
1969   8  13   2440446.5    23.4321
1969   8  14   2440447.5    23.4322
1969   8  15   2440448.5    23.4322
1969   8  16   2440449.5    23.4323
1969   8  17   2440450.5    23.4323
1969   8  18   2440451.5    23.4323
1969   8  19   2440452.5    23.4324
1969   8  20   2440453.5    23.4324
1969   8  21   2440454.5    23.4324
1969   8  22   2440455.5    23.4325
1969   8  23   2440456.5    23.4325
1969   8  24   2440457.5    23.4326
1969   8  25   2440458.5    23.4326
1969   8  26   2440459.5    23.4326
1969   8  27   2440460.5    23.4327
1969   8  28   2440461.5    23.4327
1969   8  29   2440462.5    23.4327
1969   8  30   2440463.5    23.4328
1969   8  31   2440464.5    23.4328
1969   9   1   2440465.5    23.4329
1969   9   2   2440466.5    23.4329
1969   9   3   2440467.5    23.4329
1969   9   4   2440468.5    23.4330
1969   9   5   2440469.5    23.4330
1969   9   6   2440470.5    23.4331
1969   9   7   2440471.5    23.4331
1969   9   8   2440472.5    23.4331
1969   9   9   2440473.5    23.4332
1969   9  10   2440474.5    23.4332
1969   9  11   2440475.5    23.4332
1969   9  12   2440476.5    23.4333
1969   9  13   2440477.5    23.4333
1969   9  14   2440478.5    23.4334
1969   9  15   2440479.5    23.4334
1969   9  16   2440480.5    23.4334
1969   9  17   2440481.5    23.4335
1969   9  18   2440482.5    23.4335
1969   9  19   2440483.5    23.4336
1969   9  20   2440484.5    23.4336
1969   9  21   2440485.5    23.4336
1969   9  22   2440486.5    23.4337
1969   9  23   2440487.5    23.4337
1969   9  24   2440488.5    23.4337
1969   9  25   2440489.5    23.4338
1969   9  26   2440490.5    23.4338
1969   9  27   2440491.5    23.4339
1969   9  28   2440492.5    23.4339
1969   9  29   2440493.5    23.4339
1969   9  30   2440494.5    23.4340
1969  10   1   2440495.5    23.4340
1969  10   2   2440496.5    23.4340
1969  10   3   2440497.5    23.4341
1969  10   4   2440498.5    23.4341
1969  10   5   2440499.5    23.4342
1969  10   6   2440500.5    23.4342
1969  10   7   2440501.5    23.4342
1969  10   8   2440502.5    23.4343
1969  10   9   2440503.5    23.4343
1969  10  10   2440504.5    23.4344
1969  10  11   2440505.5    23.4344
1969  10  12   2440506.5    23.4344
1969  10  13   2440507.5    23.4345
1969  10  14   2440508.5    23.4345
1969  10  15   2440509.5    23.4345
1969  10  16   2440510.5    23.4346
1969  10  17   2440511.5    23.4346
1969  10  18   2440512.5    23.4347
1969  10  19   2440513.5    23.4347
1969  10  20   2440514.5    23.4347
1969  10  21   2440515.5    23.4348
1969  10  22   2440516.5    23.4348
1969  10  23   2440517.5    23.4349
1969  10  24   2440518.5    23.4349
1969  10  25   2440519.5    23.4349
1969  10  26   2440520.5    23.4350
1969  10  27   2440521.5    23.4350
1969  10  28   2440522.5    23.4350
1969  10  29   2440523.5    23.4351
1969  10  30   2440524.5    23.4351
1969  10  31   2440525.5    23.4352
1969  11   1   2440526.5    23.4352
1969  11   2   2440527.5    23.4352
1969  11   3   2440528.5    23.4353
1969  11   4   2440529.5    23.4353
1969  11   5   2440530.5    23.4353
1969  11   6   2440531.5    23.4354
1969  11   7   2440532.5    23.4354
1969  11   8   2440533.5    23.4355
1969  11   9   2440534.5    23.4355
1969  11  10   2440535.5    23.4355
1969  11  11   2440536.5    23.4356
1969  11  12   2440537.5    23.4356
1969  11  13   2440538.5    23.4357
1969  11  14   2440539.5    23.4357
1969  11  15   2440540.5    23.4357
1969  11  16   2440541.5    23.4358
1969  11  17   2440542.5    23.4358
1969  11  18   2440543.5    23.4358
1969  11  19   2440544.5    23.4359
1969  11  20   2440545.5    23.4359
1969  11  21   2440546.5    23.4360
1969  11  22   2440547.5    23.4360
1969  11  23   2440548.5    23.4360
1969  11  24   2440549.5    23.4361
1969  11  25   2440550.5    23.4361
1969  11  26   2440551.5    23.4362
1969  11  27   2440552.5    23.4362
1969  11  28   2440553.5    23.4362
1969  11  29   2440554.5    23.4363
1969  11  30   2440555.5    23.4363
1969  12   1   2440556.5    23.4363
1969  12   2   2440557.5    23.4364
1969  12   3   2440558.5    23.4364
1969  12   4   2440559.5    23.4365
1969  12   5   2440560.5    23.4365
1969  12   6   2440561.5    23.4365
1969  12   7   2440562.5    23.4366
1969  12   8   2440563.5    23.4366
1969  12   9   2440564.5    23.4366
1969  12  10   2440565.5    23.4367
1969  12  11   2440566.5    23.4367
1969  12  12   2440567.5    23.4368
1969  12  13   2440568.5    23.4368
1969  12  14   2440569.5    23.4368
1969  12  15   2440570.5    23.4369
1969  12  16   2440571.5    23.4369
1969  12  17   2440572.5    23.4370
1969  12  18   2440573.5    23.4370
1969  12  19   2440574.5    23.4370
1969  12  20   2440575.5    23.4371
1969  12  21   2440576.5    23.4371
1969  12  22   2440577.5    23.4371
1969  12  23   2440578.5    23.4372
1969  12  24   2440579.5    23.4372
1969  12  25   2440580.5    23.4373
1969  12  26   2440581.5    23.4373
1969  12  27   2440582.5    23.4373
1969  12  28   2440583.5    23.4374
1969  12  29   2440584.5    23.4374
1969  12  30   2440585.5    23.4375
1969  12  31   2440586.5    23.4375
1970   1   1   2440587.5    23.4375
1970   1   2   2440588.5    23.4376
1970   1   3   2440589.5    23.4376
1970   1   4   2440590.5    23.4376
1970   1   5   2440591.5    23.4377
1970   1   6   2440592.5    23.4377
1970   1   7   2440593.5    23.4378
1970   1   8   2440594.5    23.4378
1970   1   9   2440595.5    23.4378
1970   1  10   2440596.5    23.4379
1970   1  11   2440597.5    23.4379
1970   1  12   2440598.5    23.4379
1970   1  13   2440599.5    23.4380
1970   1  14   2440600.5    23.4380
1970   1  15   2440601.5    23.4381
1970   1  16   2440602.5    23.4381
1970   1  17   2440603.5    23.4381
1970   1  18   2440604.5    23.4382
1970   1  19   2440605.5    23.4382
1970   1  20   2440606.5    23.4383
1970   1  21   2440607.5    23.4383
1970   1  22   2440608.5    23.4383
1970   1  23   2440609.5    23.4384
1970   1  24   2440610.5    23.4384
1970   1  25   2440611.5    23.4384
1970   1  26   2440612.5    23.4385
1970   1  27   2440613.5    23.4385
1970   1  28   2440614.5    23.4386
1970   1  29   2440615.5    23.4386
1970   1  30   2440616.5    23.4386
1970   1  31   2440617.5    23.4387
1970   2   1   2440618.5    23.4387
1970   2   2   2440619.5    23.4388
1970   2   3   2440620.5    23.4388
1970   2   4   2440621.5    23.4388
1970   2   5   2440622.5    23.4389
1970   2   6   2440623.5    23.4389
1970   2   7   2440624.5    23.4389
1970   2   8   2440625.5    23.4390
1970   2   9   2440626.5    23.4390
1970   2  10   2440627.5    23.4391
1970   2  11   2440628.5    23.4391
1970   2  12   2440629.5    23.4391
1970   2  13   2440630.5    23.4392
1970   2  14   2440631.5    23.4392
1970   2  15   2440632.5    23.4392
1970   2  16   2440633.5    23.4393
1970   2  17   2440634.5    23.4393
1970   2  18   2440635.5    23.4394
1970   2  19   2440636.5    23.4394
1970   2  20   2440637.5    23.4394
1970   2  21   2440638.5    23.4395
1970   2  22   2440639.5    23.4395
1970   2  23   2440640.5    23.4396
1970   2  24   2440641.5    23.4396
1970   2  25   2440642.5    23.4396
1970   2  26   2440643.5    23.4397
1970   2  27   2440644.5    23.4397
1970   2  28   2440645.5    23.4397
1970   3   1   2440646.5    23.4398
1970   3   2   2440647.5    23.4398
1970   3   3   2440648.5    23.4399
1970   3   4   2440649.5    23.4399
1970   3   5   2440650.5    23.4399
1970   3   6   2440651.5    23.4400
1970   3   7   2440652.5    23.4400
1970   3   8   2440653.5    23.4401
1970   3   9   2440654.5    23.4401
1970   3  10   2440655.5    23.4401
1970   3  11   2440656.5    23.4402
1970   3  12   2440657.5    23.4402
1970   3  13   2440658.5    23.4402
1970   3  14   2440659.5    23.4403
1970   3  15   2440660.5    23.4403
1970   3  16   2440661.5    23.4404
1970   3  17   2440662.5    23.4404
1970   3  18   2440663.5    23.4404
1970   3  19   2440664.5    23.4405
1970   3  20   2440665.5    23.4405
1970   3  21   2440666.5    23.4405
1970   3  22   2440667.5    23.4406
1970   3  23   2440668.5    23.4406
1970   3  24   2440669.5    23.4407
1970   3  25   2440670.5    23.4407
1970   3  26   2440671.5    23.4407
1970   3  27   2440672.5    23.4408
1970   3  28   2440673.5    23.4408
1970   3  29   2440674.5    23.4409
1970   3  30   2440675.5    23.4409
1970   3  31   2440676.5    23.4409
1970   4   1   2440677.5    23.4410
1970   4   2   2440678.5    23.4410
1970   4   3   2440679.5    23.4410
1970   4   4   2440680.5    23.4411
1970   4   5   2440681.5    23.4411
1970   4   6   2440682.5    23.4412
1970   4   7   2440683.5    23.4412
1970   4   8   2440684.5    23.4412
1970   4   9   2440685.5    23.4413
1970   4  10   2440686.5    23.4413
1970   4  11   2440687.5    23.4414
1970   4  12   2440688.5    23.4414
1970   4  13   2440689.5    23.4414
1970   4  14   2440690.5    23.4415
1970   4  15   2440691.5    23.4415
1970   4  16   2440692.5    23.4415
1970   4  17   2440693.5    23.4416
1970   4  18   2440694.5    23.4416
1970   4  19   2440695.5    23.4417
1970   4  20   2440696.5    23.4417
1970   4  21   2440697.5    23.4417
1970   4  22   2440698.5    23.4418
1970   4  23   2440699.5    23.4418
1970   4  24   2440700.5    23.4418
1970   4  25   2440701.5    23.4419
1970   4  26   2440702.5    23.4419
1970   4  27   2440703.5    23.4420
1970   4  28   2440704.5    23.4420
1970   4  29   2440705.5    23.4420
1970   4  30   2440706.5    23.4421
1970   5   1   2440707.5    23.4421
1970   5   2   2440708.5    23.4422
1970   5   3   2440709.5    23.4422
1970   5   4   2440710.5    23.4422
1970   5   5   2440711.5    23.4423
1970   5   6   2440712.5    23.4423
1970   5   7   2440713.5    23.4423
1970   5   8   2440714.5    23.4424
1970   5   9   2440715.5    23.4424
1970   5  10   2440716.5    23.4425
1970   5  11   2440717.5    23.4425
1970   5  12   2440718.5    23.4425
1970   5  13   2440719.5    23.4426
1970   5  14   2440720.5    23.4426
1970   5  15   2440721.5    23.4427
1970   5  16   2440722.5    23.4427
1970   5  17   2440723.5    23.4427
1970   5  18   2440724.5    23.4428
1970   5  19   2440725.5    23.4428
1970   5  20   2440726.5    23.4428
1970   5  21   2440727.5    23.4429
1970   5  22   2440728.5    23.4429
1970   5  23   2440729.5    23.4430
1970   5  24   2440730.5    23.4430
1970   5  25   2440731.5    23.4430
1970   5  26   2440732.5    23.4431
1970   5  27   2440733.5    23.4431
1970   5  28   2440734.5    23.4431
1970   5  29   2440735.5    23.4432
1970   5  30   2440736.5    23.4432
1970   5  31   2440737.5    23.4433
1970   6   1   2440738.5    23.4433
1970   6   2   2440739.5    23.4433
1970   6   3   2440740.5    23.4434
1970   6   4   2440741.5    23.4434
1970   6   5   2440742.5    23.4435
1970   6   6   2440743.5    23.4435
1970   6   7   2440744.5    23.4435
1970   6   8   2440745.5    23.4436
1970   6   9   2440746.5    23.4436
1970   6  10   2440747.5    23.4436
1970   6  11   2440748.5    23.4437
1970   6  12   2440749.5    23.4437
1970   6  13   2440750.5    23.4438
1970   6  14   2440751.5    23.4438
1970   6  15   2440752.5    23.4438
1970   6  16   2440753.5    23.4439
1970   6  17   2440754.5    23.4439
1970   6  18   2440755.5    23.4440
1970   6  19   2440756.5    23.4440
1970   6  20   2440757.5    23.4440
1970   6  21   2440758.5    23.4441
1970   6  22   2440759.5    23.4441
1970   6  23   2440760.5    23.4441
1970   6  24   2440761.5    23.4442
1970   6  25   2440762.5    23.4442
1970   6  26   2440763.5    23.4443
1970   6  27   2440764.5    23.4443
1970   6  28   2440765.5    23.4443
1970   6  29   2440766.5    23.4444
1970   6  30   2440767.5    23.4444
1970   7   1   2440768.5    23.4444
1970   7   2   2440769.5    23.4445
1970   7   3   2440770.5    23.4445
1970   7   4   2440771.5    23.4446
1970   7   5   2440772.5    23.4446
1970   7   6   2440773.5    23.4446
1970   7   7   2440774.5    23.4447
1970   7   8   2440775.5    23.4447
1970   7   9   2440776.5    23.4448
1970   7  10   2440777.5    23.4448
1970   7  11   2440778.5    23.4448
1970   7  12   2440779.5    23.4449
1970   7  13   2440780.5    23.4449
1970   7  14   2440781.5    23.4449
1970   7  15   2440782.5    23.4450
1970   7  16   2440783.5    23.4450
1970   7  17   2440784.5    23.4451
1970   7  18   2440785.5    23.4451
1970   7  19   2440786.5    23.4451
1970   7  20   2440787.5    23.4452
1970   7  21   2440788.5    23.4452
1970   7  22   2440789.5    23.4453
1970   7  23   2440790.5    23.4453
1970   7  24   2440791.5    23.4453
1970   7  25   2440792.5    23.4454
1970   7  26   2440793.5    23.4454
1970   7  27   2440794.5    23.4454
1970   7  28   2440795.5    23.4455
1970   7  29   2440796.5    23.4455
1970   7  30   2440797.5    23.4456
1970   7  31   2440798.5    23.4456
1970   8   1   2440799.5    23.4456
1970   8   2   2440800.5    23.4457
1970   8   3   2440801.5    23.4457
1970   8   4   2440802.5    23.4457
1970   8   5   2440803.5    23.4458
1970   8   6   2440804.5    23.4458
1970   8   7   2440805.5    23.4459
1970   8   8   2440806.5    23.4459
1970   8   9   2440807.5    23.4459
1970   8  10   2440808.5    23.4460
1970   8  11   2440809.5    23.4460
1970   8  12   2440810.5    23.4461
1970   8  13   2440811.5    23.4461
1970   8  14   2440812.5    23.4461
1970   8  15   2440813.5    23.4462
1970   8  16   2440814.5    23.4462
1970   8  17   2440815.5    23.4462
1970   8  18   2440816.5    23.4463
1970   8  19   2440817.5    23.4463
1970   8  20   2440818.5    23.4464
1970   8  21   2440819.5    23.4464
1970   8  22   2440820.5    23.4464
1970   8  23   2440821.5    23.4465
1970   8  24   2440822.5    23.4465
1970   8  25   2440823.5    23.4466
1970   8  26   2440824.5    23.4466
1970   8  27   2440825.5    23.4466
1970   8  28   2440826.5    23.4467
1970   8  29   2440827.5    23.4467
1970   8  30   2440828.5    23.4467
1970   8  31   2440829.5    23.4468
1970   9   1   2440830.5    23.4468
1970   9   2   2440831.5    23.4469
1970   9   3   2440832.5    23.4469
1970   9   4   2440833.5    23.4469
1970   9   5   2440834.5    23.4470
1970   9   6   2440835.5    23.4470
1970   9   7   2440836.5    23.4470
1970   9   8   2440837.5    23.4471
1970   9   9   2440838.5    23.4471
1970   9  10   2440839.5    23.4472
1970   9  11   2440840.5    23.4472
1970   9  12   2440841.5    23.4472
1970   9  13   2440842.5    23.4473
1970   9  14   2440843.5    23.4473
1970   9  15   2440844.5    23.4474
1970   9  16   2440845.5    23.4474
1970   9  17   2440846.5    23.4474
1970   9  18   2440847.5    23.4475
1970   9  19   2440848.5    23.4475
1970   9  20   2440849.5    23.4475
1970   9  21   2440850.5    23.4476
1970   9  22   2440851.5    23.4476
1970   9  23   2440852.5    23.4477
1970   9  24   2440853.5    23.4477
1970   9  25   2440854.5    23.4477
1970   9  26   2440855.5    23.4478
1970   9  27   2440856.5    23.4478
1970   9  28   2440857.5    23.4479
1970   9  29   2440858.5    23.4479
1970   9  30   2440859.5    23.4479
1970  10   1   2440860.5    23.4480
1970  10   2   2440861.5    23.4480
1970  10   3   2440862.5    23.4480
1970  10   4   2440863.5    23.4481
1970  10   5   2440864.5    23.4481
1970  10   6   2440865.5    23.4482
1970  10   7   2440866.5    23.4482
1970  10   8   2440867.5    23.4482
1970  10   9   2440868.5    23.4483
1970  10  10   2440869.5    23.4483
1970  10  11   2440870.5    23.4483
1970  10  12   2440871.5    23.4484
1970  10  13   2440872.5    23.4484
1970  10  14   2440873.5    23.4485
1970  10  15   2440874.5    23.4485
1970  10  16   2440875.5    23.4485
1970  10  17   2440876.5    23.4486
1970  10  18   2440877.5    23.4486
1970  10  19   2440878.5    23.4487
1970  10  20   2440879.5    23.4487
1970  10  21   2440880.5    23.4487
1970  10  22   2440881.5    23.4488
1970  10  23   2440882.5    23.4488
1970  10  24   2440883.5    23.4488
1970  10  25   2440884.5    23.4489
1970  10  26   2440885.5    23.4489
1970  10  27   2440886.5    23.4490
1970  10  28   2440887.5    23.4490
1970  10  29   2440888.5    23.4490
1970  10  30   2440889.5    23.4491
1970  10  31   2440890.5    23.4491
1970  11   1   2440891.5    23.4492
1970  11   2   2440892.5    23.4492
1970  11   3   2440893.5    23.4492
1970  11   4   2440894.5    23.4493
1970  11   5   2440895.5    23.4493
1970  11   6   2440896.5    23.4493
1970  11   7   2440897.5    23.4494
1970  11   8   2440898.5    23.4494
1970  11   9   2440899.5    23.4495
1970  11  10   2440900.5    23.4495
1970  11  11   2440901.5    23.4495
1970  11  12   2440902.5    23.4496
1970  11  13   2440903.5    23.4496
1970  11  14   2440904.5    23.4496
1970  11  15   2440905.5    23.4497
1970  11  16   2440906.5    23.4497
1970  11  17   2440907.5    23.4498
1970  11  18   2440908.5    23.4498
1970  11  19   2440909.5    23.4498
1970  11  20   2440910.5    23.4499
1970  11  21   2440911.5    23.4499
1970  11  22   2440912.5    23.4500
1970  11  23   2440913.5    23.4500
1970  11  24   2440914.5    23.4500
1970  11  25   2440915.5    23.4501
1970  11  26   2440916.5    23.4501
1970  11  27   2440917.5    23.4501
1970  11  28   2440918.5    23.4502
1970  11  29   2440919.5    23.4502
1970  11  30   2440920.5    23.4503
1970  12   1   2440921.5    23.4503
1970  12   2   2440922.5    23.4503
1970  12   3   2440923.5    23.4504
1970  12   4   2440924.5    23.4504
1970  12   5   2440925.5    23.4505
1970  12   6   2440926.5    23.4505
1970  12   7   2440927.5    23.4505
1970  12   8   2440928.5    23.4506
1970  12   9   2440929.5    23.4506
1970  12  10   2440930.5    23.4506
1970  12  11   2440931.5    23.4507
1970  12  12   2440932.5    23.4507
1970  12  13   2440933.5    23.4508
1970  12  14   2440934.5    23.4508
1970  12  15   2440935.5    23.4508
1970  12  16   2440936.5    23.4509
1970  12  17   2440937.5    23.4509
1970  12  18   2440938.5    23.4509
1970  12  19   2440939.5    23.4510
1970  12  20   2440940.5    23.4510
1970  12  21   2440941.5    23.4511
1970  12  22   2440942.5    23.4511
1970  12  23   2440943.5    23.4511
1970  12  24   2440944.5    23.4512
1970  12  25   2440945.5    23.4512
1970  12  26   2440946.5    23.4513
1970  12  27   2440947.5    23.4513
1970  12  28   2440948.5    23.4513
1970  12  29   2440949.5    23.4514
1970  12  30   2440950.5    23.4514
1970  12  31   2440951.5    23.4514
1971   1   1   2440952.5    23.4515
1971   1   2   2440953.5    23.4515
1971   1   3   2440954.5    23.4516
1971   1   4   2440955.5    23.4516
1971   1   5   2440956.5    23.4516
1971   1   6   2440957.5    23.4517
1971   1   7   2440958.5    23.4517
1971   1   8   2440959.5    23.4518
1971   1   9   2440960.5    23.4518
1971   1  10   2440961.5    23.4518
1971   1  11   2440962.5    23.4519
1971   1  12   2440963.5    23.4519
1971   1  13   2440964.5    23.4519
1971   1  14   2440965.5    23.4520
1971   1  15   2440966.5    23.4520
1971   1  16   2440967.5    23.4521
1971   1  17   2440968.5    23.4521
1971   1  18   2440969.5    23.4521
1971   1  19   2440970.5    23.4522
1971   1  20   2440971.5    23.4522
1971   1  21   2440972.5    23.4522
1971   1  22   2440973.5    23.4523
1971   1  23   2440974.5    23.4523
1971   1  24   2440975.5    23.4524
1971   1  25   2440976.5    23.4524
1971   1  26   2440977.5    23.4524
1971   1  27   2440978.5    23.4525
1971   1  28   2440979.5    23.4525
1971   1  29   2440980.5    23.4526
1971   1  30   2440981.5    23.4526
1971   1  31   2440982.5    23.4526
1971   2   1   2440983.5    23.4527
1971   2   2   2440984.5    23.4527
1971   2   3   2440985.5    23.4527
1971   2   4   2440986.5    23.4528
1971   2   5   2440987.5    23.4528
1971   2   6   2440988.5    23.4529
1971   2   7   2440989.5    23.4529
1971   2   8   2440990.5    23.4529
1971   2   9   2440991.5    23.4530
1971   2  10   2440992.5    23.4530
1971   2  11   2440993.5    23.4531
1971   2  12   2440994.5    23.4531
1971   2  13   2440995.5    23.4531
1971   2  14   2440996.5    23.4532
1971   2  15   2440997.5    23.4532
1971   2  16   2440998.5    23.4532
1971   2  17   2440999.5    23.4533
1971   2  18   2441000.5    23.4533
1971   2  19   2441001.5    23.4534
1971   2  20   2441002.5    23.4534
1971   2  21   2441003.5    23.4534
1971   2  22   2441004.5    23.4535
1971   2  23   2441005.5    23.4535
1971   2  24   2441006.5    23.4535
1971   2  25   2441007.5    23.4536
1971   2  26   2441008.5    23.4536
1971   2  27   2441009.5    23.4537
1971   2  28   2441010.5    23.4537
1971   3   1   2441011.5    23.4537
1971   3   2   2441012.5    23.4538
1971   3   3   2441013.5    23.4538
1971   3   4   2441014.5    23.4539
1971   3   5   2441015.5    23.4539
1971   3   6   2441016.5    23.4539
1971   3   7   2441017.5    23.4540
1971   3   8   2441018.5    23.4540
1971   3   9   2441019.5    23.4540
1971   3  10   2441020.5    23.4541
1971   3  11   2441021.5    23.4541
1971   3  12   2441022.5    23.4542
1971   3  13   2441023.5    23.4542
1971   3  14   2441024.5    23.4542
1971   3  15   2441025.5    23.4543
1971   3  16   2441026.5    23.4543
1971   3  17   2441027.5    23.4544
1971   3  18   2441028.5    23.4544
1971   3  19   2441029.5    23.4544
1971   3  20   2441030.5    23.4545
1971   3  21   2441031.5    23.4545
1971   3  22   2441032.5    23.4545
1971   3  23   2441033.5    23.4546
1971   3  24   2441034.5    23.4546
1971   3  25   2441035.5    23.4547
1971   3  26   2441036.5    23.4547
1971   3  27   2441037.5    23.4547
1971   3  28   2441038.5    23.4548
1971   3  29   2441039.5    23.4548
1971   3  30   2441040.5    23.4548
1971   3  31   2441041.5    23.4549
1971   4   1   2441042.5    23.4549
1971   4   2   2441043.5    23.4550
1971   4   3   2441044.5    23.4550
1971   4   4   2441045.5    23.4550
1971   4   5   2441046.5    23.4551
1971   4   6   2441047.5    23.4551
1971   4   7   2441048.5    23.4552
1971   4   8   2441049.5    23.4552
1971   4   9   2441050.5    23.4552
1971   4  10   2441051.5    23.4553
1971   4  11   2441052.5    23.4553
1971   4  12   2441053.5    23.4553
1971   4  13   2441054.5    23.4554
1971   4  14   2441055.5    23.4554
1971   4  15   2441056.5    23.4555
1971   4  16   2441057.5    23.4555
1971   4  17   2441058.5    23.4555
1971   4  18   2441059.5    23.4556
1971   4  19   2441060.5    23.4556
1971   4  20   2441061.5    23.4557
1971   4  21   2441062.5    23.4557
1971   4  22   2441063.5    23.4557
1971   4  23   2441064.5    23.4558
1971   4  24   2441065.5    23.4558
1971   4  25   2441066.5    23.4558
1971   4  26   2441067.5    23.4559
1971   4  27   2441068.5    23.4559
1971   4  28   2441069.5    23.4560
1971   4  29   2441070.5    23.4560
1971   4  30   2441071.5    23.4560
1971   5   1   2441072.5    23.4561
1971   5   2   2441073.5    23.4561
1971   5   3   2441074.5    23.4561
1971   5   4   2441075.5    23.4562
1971   5   5   2441076.5    23.4562
1971   5   6   2441077.5    23.4563
1971   5   7   2441078.5    23.4563
1971   5   8   2441079.5    23.4563
1971   5   9   2441080.5    23.4564
1971   5  10   2441081.5    23.4564
1971   5  11   2441082.5    23.4565
1971   5  12   2441083.5    23.4565
1971   5  13   2441084.5    23.4565
1971   5  14   2441085.5    23.4566
1971   5  15   2441086.5    23.4566
1971   5  16   2441087.5    23.4566
1971   5  17   2441088.5    23.4567
1971   5  18   2441089.5    23.4567
1971   5  19   2441090.5    23.4568
1971   5  20   2441091.5    23.4568
1971   5  21   2441092.5    23.4568
1971   5  22   2441093.5    23.4569
1971   5  23   2441094.5    23.4569
1971   5  24   2441095.5    23.4570
1971   5  25   2441096.5    23.4570
1971   5  26   2441097.5    23.4570
1971   5  27   2441098.5    23.4571
1971   5  28   2441099.5    23.4571
1971   5  29   2441100.5    23.4571
1971   5  30   2441101.5    23.4572
1971   5  31   2441102.5    23.4572
1971   6   1   2441103.5    23.4573
1971   6   2   2441104.5    23.4573
1971   6   3   2441105.5    23.4573
1971   6   4   2441106.5    23.4574
1971   6   5   2441107.5    23.4574
1971   6   6   2441108.5    23.4574
1971   6   7   2441109.5    23.4575
1971   6   8   2441110.5    23.4575
1971   6   9   2441111.5    23.4576
1971   6  10   2441112.5    23.4576
1971   6  11   2441113.5    23.4576
1971   6  12   2441114.5    23.4577
1971   6  13   2441115.5    23.4577
1971   6  14   2441116.5    23.4578
1971   6  15   2441117.5    23.4578
1971   6  16   2441118.5    23.4578
1971   6  17   2441119.5    23.4579
1971   6  18   2441120.5    23.4579
1971   6  19   2441121.5    23.4579
1971   6  20   2441122.5    23.4580
1971   6  21   2441123.5    23.4580
1971   6  22   2441124.5    23.4581
1971   6  23   2441125.5    23.4581
1971   6  24   2441126.5    23.4581
1971   6  25   2441127.5    23.4582
1971   6  26   2441128.5    23.4582
1971   6  27   2441129.5    23.4583
1971   6  28   2441130.5    23.4583
1971   6  29   2441131.5    23.4583
1971   6  30   2441132.5    23.4584
1971   7   1   2441133.5    23.4584
1971   7   2   2441134.5    23.4584
1971   7   3   2441135.5    23.4585
1971   7   4   2441136.5    23.4585
1971   7   5   2441137.5    23.4586
1971   7   6   2441138.5    23.4586
1971   7   7   2441139.5    23.4586
1971   7   8   2441140.5    23.4587
1971   7   9   2441141.5    23.4587
1971   7  10   2441142.5    23.4587
1971   7  11   2441143.5    23.4588
1971   7  12   2441144.5    23.4588
1971   7  13   2441145.5    23.4589
1971   7  14   2441146.5    23.4589
1971   7  15   2441147.5    23.4589
1971   7  16   2441148.5    23.4590
1971   7  17   2441149.5    23.4590
1971   7  18   2441150.5    23.4591
1971   7  19   2441151.5    23.4591
1971   7  20   2441152.5    23.4591
1971   7  21   2441153.5    23.4592
1971   7  22   2441154.5    23.4592
1971   7  23   2441155.5    23.4592
1971   7  24   2441156.5    23.4593
1971   7  25   2441157.5    23.4593
1971   7  26   2441158.5    23.4594
1971   7  27   2441159.5    23.4594
1971   7  28   2441160.5    23.4594
1971   7  29   2441161.5    23.4595
1971   7  30   2441162.5    23.4595
1971   7  31   2441163.5    23.4596
1971   8   1   2441164.5    23.4596
1971   8   2   2441165.5    23.4596
1971   8   3   2441166.5    23.4597
1971   8   4   2441167.5    23.4597
1971   8   5   2441168.5    23.4597
1971   8   6   2441169.5    23.4598
1971   8   7   2441170.5    23.4598
1971   8   8   2441171.5    23.4599
1971   8   9   2441172.5    23.4599
1971   8  10   2441173.5    23.4599
1971   8  11   2441174.5    23.4600
1971   8  12   2441175.5    23.4600
1971   8  13   2441176.5    23.4600
1971   8  14   2441177.5    23.4601
1971   8  15   2441178.5    23.4601
1971   8  16   2441179.5    23.4602
1971   8  17   2441180.5    23.4602
1971   8  18   2441181.5    23.4602
1971   8  19   2441182.5    23.4603
1971   8  20   2441183.5    23.4603
1971   8  21   2441184.5    23.4604
1971   8  22   2441185.5    23.4604
1971   8  23   2441186.5    23.4604
1971   8  24   2441187.5    23.4605
1971   8  25   2441188.5    23.4605
1971   8  26   2441189.5    23.4605
1971   8  27   2441190.5    23.4606
1971   8  28   2441191.5    23.4606
1971   8  29   2441192.5    23.4607
