# Year  Mon  Day  JD           Ayanamsa
1960   1   1   2436934.5    23.2979
1960   1   2   2436935.5    23.2979
1960   1   3   2436936.5    23.2979
1960   1   4   2436937.5    23.2980
1960   1   5   2436938.5    23.2980
1960   1   6   2436939.5    23.2981
1960   1   7   2436940.5    23.2981
1960   1   8   2436941.5    23.2981
1960   1   9   2436942.5    23.2982
1960   1  10   2436943.5    23.2982
1960   1  11   2436944.5    23.2982
1960   1  12   2436945.5    23.2983
1960   1  13   2436946.5    23.2983
1960   1  14   2436947.5    23.2984
1960   1  15   2436948.5    23.2984
1960   1  16   2436949.5    23.2984
1960   1  17   2436950.5    23.2985
1960   1  18   2436951.5    23.2985
1960   1  19   2436952.5    23.2986
1960   1  20   2436953.5    23.2986
1960   1  21   2436954.5    23.2986
1960   1  22   2436955.5    23.2987
1960   1  23   2436956.5    23.2987
1960   1  24   2436957.5    23.2987
1960   1  25   2436958.5    23.2988
1960   1  26   2436959.5    23.2988
1960   1  27   2436960.5    23.2989
1960   1  28   2436961.5    23.2989
1960   1  29   2436962.5    23.2989
1960   1  30   2436963.5    23.2990
1960   1  31   2436964.5    23.2990
1960   2   1   2436965.5    23.2991
1960   2   2   2436966.5    23.2991
1960   2   3   2436967.5    23.2991
1960   2   4   2436968.5    23.2992
1960   2   5   2436969.5    23.2992
1960   2   6   2436970.5    23.2992
1960   2   7   2436971.5    23.2993
1960   2   8   2436972.5    23.2993
1960   2   9   2436973.5    23.2994
1960   2  10   2436974.5    23.2994
1960   2  11   2436975.5    23.2994
1960   2  12   2436976.5    23.2995
1960   2  13   2436977.5    23.2995
1960   2  14   2436978.5    23.2995
1960   2  15   2436979.5    23.2996
1960   2  16   2436980.5    23.2996
1960   2  17   2436981.5    23.2997
1960   2  18   2436982.5    23.2997
1960   2  19   2436983.5    23.2997
1960   2  20   2436984.5    23.2998
1960   2  21   2436985.5    23.2998
1960   2  22   2436986.5    23.2999
1960   2  23   2436987.5    23.2999
1960   2  24   2436988.5    23.2999
1960   2  25   2436989.5    23.3000
1960   2  26   2436990.5    23.3000
1960   2  27   2436991.5    23.3000
1960   2  28   2436992.5    23.3001
1960   2  29   2436993.5    23.3001
1960   3   1   2436994.5    23.3002
1960   3   2   2436995.5    23.3002
1960   3   3   2436996.5    23.3002
1960   3   4   2436997.5    23.3003
1960   3   5   2436998.5    23.3003
1960   3   6   2436999.5    23.3004
1960   3   7   2437000.5    23.3004
1960   3   8   2437001.5    23.3004
1960   3   9   2437002.5    23.3005
1960   3  10   2437003.5    23.3005
1960   3  11   2437004.5    23.3005
1960   3  12   2437005.5    23.3006
1960   3  13   2437006.5    23.3006
1960   3  14   2437007.5    23.3007
1960   3  15   2437008.5    23.3007
1960   3  16   2437009.5    23.3007
1960   3  17   2437010.5    23.3008
1960   3  18   2437011.5    23.3008
1960   3  19   2437012.5    23.3008
1960   3  20   2437013.5    23.3009
1960   3  21   2437014.5    23.3009
1960   3  22   2437015.5    23.3010
1960   3  23   2437016.5    23.3010
1960   3  24   2437017.5    23.3010
1960   3  25   2437018.5    23.3011
1960   3  26   2437019.5    23.3011
1960   3  27   2437020.5    23.3012
1960   3  28   2437021.5    23.3012
1960   3  29   2437022.5    23.3012
1960   3  30   2437023.5    23.3013
1960   3  31   2437024.5    23.3013
1960   4   1   2437025.5    23.3013
1960   4   2   2437026.5    23.3014
1960   4   3   2437027.5    23.3014
1960   4   4   2437028.5    23.3015
1960   4   5   2437029.5    23.3015
1960   4   6   2437030.5    23.3015
1960   4   7   2437031.5    23.3016
1960   4   8   2437032.5    23.3016
1960   4   9   2437033.5    23.3016
1960   4  10   2437034.5    23.3017
1960   4  11   2437035.5    23.3017
1960   4  12   2437036.5    23.3018
1960   4  13   2437037.5    23.3018
1960   4  14   2437038.5    23.3018
1960   4  15   2437039.5    23.3019
1960   4  16   2437040.5    23.3019
1960   4  17   2437041.5    23.3020
1960   4  18   2437042.5    23.3020
1960   4  19   2437043.5    23.3020
1960   4  20   2437044.5    23.3021
1960   4  21   2437045.5    23.3021
1960   4  22   2437046.5    23.3021
1960   4  23   2437047.5    23.3022
1960   4  24   2437048.5    23.3022
1960   4  25   2437049.5    23.3023
1960   4  26   2437050.5    23.3023
1960   4  27   2437051.5    23.3023
1960   4  28   2437052.5    23.3024
1960   4  29   2437053.5    23.3024
1960   4  30   2437054.5    23.3025
1960   5   1   2437055.5    23.3025
1960   5   2   2437056.5    23.3025
1960   5   3   2437057.5    23.3026
1960   5   4   2437058.5    23.3026
1960   5   5   2437059.5    23.3026
1960   5   6   2437060.5    23.3027
1960   5   7   2437061.5    23.3027
1960   5   8   2437062.5    23.3028
1960   5   9   2437063.5    23.3028
1960   5  10   2437064.5    23.3028
1960   5  11   2437065.5    23.3029
1960   5  12   2437066.5    23.3029
1960   5  13   2437067.5    23.3029
1960   5  14   2437068.5    23.3030
1960   5  15   2437069.5    23.3030
1960   5  16   2437070.5    23.3031
1960   5  17   2437071.5    23.3031
1960   5  18   2437072.5    23.3031
1960   5  19   2437073.5    23.3032
1960   5  20   2437074.5    23.3032
1960   5  21   2437075.5    23.3033
1960   5  22   2437076.5    23.3033
1960   5  23   2437077.5    23.3033
1960   5  24   2437078.5    23.3034
1960   5  25   2437079.5    23.3034
1960   5  26   2437080.5    23.3034
1960   5  27   2437081.5    23.3035
1960   5  28   2437082.5    23.3035
1960   5  29   2437083.5    23.3036
1960   5  30   2437084.5    23.3036
1960   5  31   2437085.5    23.3036
1960   6   1   2437086.5    23.3037
1960   6   2   2437087.5    23.3037
1960   6   3   2437088.5    23.3038
1960   6   4   2437089.5    23.3038
1960   6   5   2437090.5    23.3038
1960   6   6   2437091.5    23.3039
1960   6   7   2437092.5    23.3039
1960   6   8   2437093.5    23.3039
1960   6   9   2437094.5    23.3040
1960   6  10   2437095.5    23.3040
1960   6  11   2437096.5    23.3041
1960   6  12   2437097.5    23.3041
1960   6  13   2437098.5    23.3041
1960   6  14   2437099.5    23.3042
1960   6  15   2437100.5    23.3042
1960   6  16   2437101.5    23.3042
1960   6  17   2437102.5    23.3043
1960   6  18   2437103.5    23.3043
1960   6  19   2437104.5    23.3044
1960   6  20   2437105.5    23.3044
1960   6  21   2437106.5    23.3044
1960   6  22   2437107.5    23.3045
1960   6  23   2437108.5    23.3045
1960   6  24   2437109.5    23.3046
1960   6  25   2437110.5    23.3046
1960   6  26   2437111.5    23.3046
1960   6  27   2437112.5    23.3047
1960   6  28   2437113.5    23.3047
1960   6  29   2437114.5    23.3047
1960   6  30   2437115.5    23.3048
1960   7   1   2437116.5    23.3048
1960   7   2   2437117.5    23.3049
1960   7   3   2437118.5    23.3049
1960   7   4   2437119.5    23.3049
1960   7   5   2437120.5    23.3050
1960   7   6   2437121.5    23.3050
1960   7   7   2437122.5    23.3051
1960   7   8   2437123.5    23.3051
1960   7   9   2437124.5    23.3051
1960   7  10   2437125.5    23.3052
1960   7  11   2437126.5    23.3052
1960   7  12   2437127.5    23.3052
1960   7  13   2437128.5    23.3053
1960   7  14   2437129.5    23.3053
1960   7  15   2437130.5    23.3054
1960   7  16   2437131.5    23.3054
1960   7  17   2437132.5    23.3054
1960   7  18   2437133.5    23.3055
1960   7  19   2437134.5    23.3055
1960   7  20   2437135.5    23.3055
1960   7  21   2437136.5    23.3056
1960   7  22   2437137.5    23.3056
1960   7  23   2437138.5    23.3057
1960   7  24   2437139.5    23.3057
1960   7  25   2437140.5    23.3057
1960   7  26   2437141.5    23.3058
1960   7  27   2437142.5    23.3058
1960   7  28   2437143.5    23.3059
1960   7  29   2437144.5    23.3059
1960   7  30   2437145.5    23.3059
1960   7  31   2437146.5    23.3060
1960   8   1   2437147.5    23.3060
1960   8   2   2437148.5    23.3060
1960   8   3   2437149.5    23.3061
1960   8   4   2437150.5    23.3061
1960   8   5   2437151.5    23.3062
1960   8   6   2437152.5    23.3062
1960   8   7   2437153.5    23.3062
1960   8   8   2437154.5    23.3063
1960   8   9   2437155.5    23.3063
1960   8  10   2437156.5    23.3064
1960   8  11   2437157.5    23.3064
1960   8  12   2437158.5    23.3064
1960   8  13   2437159.5    23.3065
1960   8  14   2437160.5    23.3065
1960   8  15   2437161.5    23.3065
1960   8  16   2437162.5    23.3066
1960   8  17   2437163.5    23.3066
1960   8  18   2437164.5    23.3067
1960   8  19   2437165.5    23.3067
1960   8  20   2437166.5    23.3067
1960   8  21   2437167.5    23.3068
1960   8  22   2437168.5    23.3068
1960   8  23   2437169.5    23.3068
1960   8  24   2437170.5    23.3069
1960   8  25   2437171.5    23.3069
1960   8  26   2437172.5    23.3070
1960   8  27   2437173.5    23.3070
1960   8  28   2437174.5    23.3070
1960   8  29   2437175.5    23.3071
1960   8  30   2437176.5    23.3071
1960   8  31   2437177.5    23.3072
1960   9   1   2437178.5    23.3072
1960   9   2   2437179.5    23.3072
1960   9   3   2437180.5    23.3073
1960   9   4   2437181.5    23.3073
1960   9   5   2437182.5    23.3073
1960   9   6   2437183.5    23.3074
1960   9   7   2437184.5    23.3074
1960   9   8   2437185.5    23.3075
1960   9   9   2437186.5    23.3075
1960   9  10   2437187.5    23.3075
1960   9  11   2437188.5    23.3076
1960   9  12   2437189.5    23.3076
1960   9  13   2437190.5    23.3077
1960   9  14   2437191.5    23.3077
1960   9  15   2437192.5    23.3077
1960   9  16   2437193.5    23.3078
1960   9  17   2437194.5    23.3078
1960   9  18   2437195.5    23.3078
1960   9  19   2437196.5    23.3079
1960   9  20   2437197.5    23.3079
1960   9  21   2437198.5    23.3080
1960   9  22   2437199.5    23.3080
1960   9  23   2437200.5    23.3080
1960   9  24   2437201.5    23.3081
1960   9  25   2437202.5    23.3081
1960   9  26   2437203.5    23.3081
1960   9  27   2437204.5    23.3082
1960   9  28   2437205.5    23.3082
1960   9  29   2437206.5    23.3083
1960   9  30   2437207.5    23.3083
1960  10   1   2437208.5    23.3083
1960  10   2   2437209.5    23.3084
1960  10   3   2437210.5    23.3084
1960  10   4   2437211.5    23.3085
1960  10   5   2437212.5    23.3085
1960  10   6   2437213.5    23.3085
1960  10   7   2437214.5    23.3086
1960  10   8   2437215.5    23.3086
1960  10   9   2437216.5    23.3086
1960  10  10   2437217.5    23.3087
1960  10  11   2437218.5    23.3087
1960  10  12   2437219.5    23.3088
1960  10  13   2437220.5    23.3088
1960  10  14   2437221.5    23.3088
1960  10  15   2437222.5    23.3089
1960  10  16   2437223.5    23.3089
1960  10  17   2437224.5    23.3090
1960  10  18   2437225.5    23.3090
1960  10  19   2437226.5    23.3090
1960  10  20   2437227.5    23.3091
1960  10  21   2437228.5    23.3091
1960  10  22   2437229.5    23.3091
1960  10  23   2437230.5    23.3092
1960  10  24   2437231.5    23.3092
1960  10  25   2437232.5    23.3093
1960  10  26   2437233.5    23.3093
1960  10  27   2437234.5    23.3093
1960  10  28   2437235.5    23.3094
1960  10  29   2437236.5    23.3094
1960  10  30   2437237.5    23.3094
1960  10  31   2437238.5    23.3095
1960  11   1   2437239.5    23.3095
1960  11   2   2437240.5    23.3096
1960  11   3   2437241.5    23.3096
1960  11   4   2437242.5    23.3096
1960  11   5   2437243.5    23.3097
1960  11   6   2437244.5    23.3097
1960  11   7   2437245.5    23.3098
1960  11   8   2437246.5    23.3098
1960  11   9   2437247.5    23.3098
1960  11  10   2437248.5    23.3099
1960  11  11   2437249.5    23.3099
1960  11  12   2437250.5    23.3099
1960  11  13   2437251.5    23.3100
1960  11  14   2437252.5    23.3100
1960  11  15   2437253.5    23.3101
1960  11  16   2437254.5    23.3101
1960  11  17   2437255.5    23.3101
1960  11  18   2437256.5    23.3102
1960  11  19   2437257.5    23.3102
1960  11  20   2437258.5    23.3103
1960  11  21   2437259.5    23.3103
1960  11  22   2437260.5    23.3103
1960  11  23   2437261.5    23.3104
1960  11  24   2437262.5    23.3104
1960  11  25   2437263.5    23.3104
1960  11  26   2437264.5    23.3105
1960  11  27   2437265.5    23.3105
1960  11  28   2437266.5    23.3106
1960  11  29   2437267.5    23.3106
1960  11  30   2437268.5    23.3106
1960  12   1   2437269.5    23.3107
1960  12   2   2437270.5    23.3107
1960  12   3   2437271.5    23.3107
1960  12   4   2437272.5    23.3108
1960  12   5   2437273.5    23.3108
1960  12   6   2437274.5    23.3109
1960  12   7   2437275.5    23.3109
1960  12   8   2437276.5    23.3109
1960  12   9   2437277.5    23.3110
1960  12  10   2437278.5    23.3110
1960  12  11   2437279.5    23.3111
1960  12  12   2437280.5    23.3111
1960  12  13   2437281.5    23.3111
1960  12  14   2437282.5    23.3112
1960  12  15   2437283.5    23.3112
1960  12  16   2437284.5    23.3112
1960  12  17   2437285.5    23.3113
1960  12  18   2437286.5    23.3113
1960  12  19   2437287.5    23.3114
1960  12  20   2437288.5    23.3114
1960  12  21   2437289.5    23.3114
1960  12  22   2437290.5    23.3115
1960  12  23   2437291.5    23.3115
1960  12  24   2437292.5    23.3116
1960  12  25   2437293.5    23.3116
1960  12  26   2437294.5    23.3116
1960  12  27   2437295.5    23.3117
1960  12  28   2437296.5    23.3117
1960  12  29   2437297.5    23.3117
1960  12  30   2437298.5    23.3118
1960  12  31   2437299.5    23.3118
1961   1   1   2437300.5    23.3119
1961   1   2   2437301.5    23.3119
1961   1   3   2437302.5    23.3119
1961   1   4   2437303.5    23.3120
1961   1   5   2437304.5    23.3120
1961   1   6   2437305.5    23.3120
1961   1   7   2437306.5    23.3121
1961   1   8   2437307.5    23.3121
1961   1   9   2437308.5    23.3122
1961   1  10   2437309.5    23.3122
1961   1  11   2437310.5    23.3122
1961   1  12   2437311.5    23.3123
1961   1  13   2437312.5    23.3123
1961   1  14   2437313.5    23.3124
1961   1  15   2437314.5    23.3124
1961   1  16   2437315.5    23.3124
1961   1  17   2437316.5    23.3125
1961   1  18   2437317.5    23.3125
1961   1  19   2437318.5    23.3125
1961   1  20   2437319.5    23.3126
1961   1  21   2437320.5    23.3126
1961   1  22   2437321.5    23.3127
1961   1  23   2437322.5    23.3127
1961   1  24   2437323.5    23.3127
1961   1  25   2437324.5    23.3128
1961   1  26   2437325.5    23.3128
1961   1  27   2437326.5    23.3129
1961   1  28   2437327.5    23.3129
1961   1  29   2437328.5    23.3129
1961   1  30   2437329.5    23.3130
1961   1  31   2437330.5    23.3130
1961   2   1   2437331.5    23.3130
1961   2   2   2437332.5    23.3131
1961   2   3   2437333.5    23.3131
1961   2   4   2437334.5    23.3132
1961   2   5   2437335.5    23.3132
1961   2   6   2437336.5    23.3132
1961   2   7   2437337.5    23.3133
1961   2   8   2437338.5    23.3133
1961   2   9   2437339.5    23.3133
1961   2  10   2437340.5    23.3134
1961   2  11   2437341.5    23.3134
1961   2  12   2437342.5    23.3135
1961   2  13   2437343.5    23.3135
1961   2  14   2437344.5    23.3135
1961   2  15   2437345.5    23.3136
1961   2  16   2437346.5    23.3136
1961   2  17   2437347.5    23.3137
1961   2  18   2437348.5    23.3137
1961   2  19   2437349.5    23.3137
1961   2  20   2437350.5    23.3138
1961   2  21   2437351.5    23.3138
1961   2  22   2437352.5    23.3138
1961   2  23   2437353.5    23.3139
1961   2  24   2437354.5    23.3139
1961   2  25   2437355.5    23.3140
1961   2  26   2437356.5    23.3140
1961   2  27   2437357.5    23.3140
1961   2  28   2437358.5    23.3141
1961   3   1   2437359.5    23.3141
1961   3   2   2437360.5    23.3142
1961   3   3   2437361.5    23.3142
1961   3   4   2437362.5    23.3142
1961   3   5   2437363.5    23.3143
1961   3   6   2437364.5    23.3143
1961   3   7   2437365.5    23.3143
1961   3   8   2437366.5    23.3144
1961   3   9   2437367.5    23.3144
1961   3  10   2437368.5    23.3145
1961   3  11   2437369.5    23.3145
1961   3  12   2437370.5    23.3145
1961   3  13   2437371.5    23.3146
1961   3  14   2437372.5    23.3146
1961   3  15   2437373.5    23.3146
1961   3  16   2437374.5    23.3147
1961   3  17   2437375.5    23.3147
1961   3  18   2437376.5    23.3148
1961   3  19   2437377.5    23.3148
1961   3  20   2437378.5    23.3148
1961   3  21   2437379.5    23.3149
1961   3  22   2437380.5    23.3149
1961   3  23   2437381.5    23.3150
1961   3  24   2437382.5    23.3150
1961   3  25   2437383.5    23.3150
1961   3  26   2437384.5    23.3151
1961   3  27   2437385.5    23.3151
1961   3  28   2437386.5    23.3151
1961   3  29   2437387.5    23.3152
1961   3  30   2437388.5    23.3152
1961   3  31   2437389.5    23.3153
1961   4   1   2437390.5    23.3153
1961   4   2   2437391.5    23.3153
1961   4   3   2437392.5    23.3154
1961   4   4   2437393.5    23.3154
1961   4   5   2437394.5    23.3155
1961   4   6   2437395.5    23.3155
1961   4   7   2437396.5    23.3155
1961   4   8   2437397.5    23.3156
1961   4   9   2437398.5    23.3156
1961   4  10   2437399.5    23.3156
1961   4  11   2437400.5    23.3157
1961   4  12   2437401.5    23.3157
1961   4  13   2437402.5    23.3158
1961   4  14   2437403.5    23.3158
1961   4  15   2437404.5    23.3158
1961   4  16   2437405.5    23.3159
1961   4  17   2437406.5    23.3159
1961   4  18   2437407.5    23.3159
1961   4  19   2437408.5    23.3160
1961   4  20   2437409.5    23.3160
1961   4  21   2437410.5    23.3161
1961   4  22   2437411.5    23.3161
1961   4  23   2437412.5    23.3161
1961   4  24   2437413.5    23.3162
1961   4  25   2437414.5    23.3162
1961   4  26   2437415.5    23.3163
1961   4  27   2437416.5    23.3163
1961   4  28   2437417.5    23.3163
1961   4  29   2437418.5    23.3164
1961   4  30   2437419.5    23.3164
1961   5   1   2437420.5    23.3164
1961   5   2   2437421.5    23.3165
1961   5   3   2437422.5    23.3165
1961   5   4   2437423.5    23.3166
1961   5   5   2437424.5    23.3166
1961   5   6   2437425.5    23.3166
1961   5   7   2437426.5    23.3167
1961   5   8   2437427.5    23.3167
1961   5   9   2437428.5    23.3168
1961   5  10   2437429.5    23.3168
1961   5  11   2437430.5    23.3168
1961   5  12   2437431.5    23.3169
1961   5  13   2437432.5    23.3169
1961   5  14   2437433.5    23.3169
1961   5  15   2437434.5    23.3170
1961   5  16   2437435.5    23.3170
1961   5  17   2437436.5    23.3171
1961   5  18   2437437.5    23.3171
1961   5  19   2437438.5    23.3171
1961   5  20   2437439.5    23.3172
1961   5  21   2437440.5    23.3172
1961   5  22   2437441.5    23.3172
1961   5  23   2437442.5    23.3173
1961   5  24   2437443.5    23.3173
1961   5  25   2437444.5    23.3174
1961   5  26   2437445.5    23.3174
1961   5  27   2437446.5    23.3174
1961   5  28   2437447.5    23.3175
1961   5  29   2437448.5    23.3175
1961   5  30   2437449.5    23.3176
1961   5  31   2437450.5    23.3176
1961   6   1   2437451.5    23.3176
1961   6   2   2437452.5    23.3177
1961   6   3   2437453.5    23.3177
1961   6   4   2437454.5    23.3177
1961   6   5   2437455.5    23.3178
1961   6   6   2437456.5    23.3178
1961   6   7   2437457.5    23.3179
1961   6   8   2437458.5    23.3179
1961   6   9   2437459.5    23.3179
1961   6  10   2437460.5    23.3180
1961   6  11   2437461.5    23.3180
1961   6  12   2437462.5    23.3181
1961   6  13   2437463.5    23.3181
1961   6  14   2437464.5    23.3181
1961   6  15   2437465.5    23.3182
1961   6  16   2437466.5    23.3182
1961   6  17   2437467.5    23.3182
1961   6  18   2437468.5    23.3183
1961   6  19   2437469.5    23.3183
1961   6  20   2437470.5    23.3184
1961   6  21   2437471.5    23.3184
1961   6  22   2437472.5    23.3184
1961   6  23   2437473.5    23.3185
1961   6  24   2437474.5    23.3185
1961   6  25   2437475.5    23.3185
1961   6  26   2437476.5    23.3186
1961   6  27   2437477.5    23.3186
1961   6  28   2437478.5    23.3187
1961   6  29   2437479.5    23.3187
1961   6  30   2437480.5    23.3187
1961   7   1   2437481.5    23.3188
1961   7   2   2437482.5    23.3188
1961   7   3   2437483.5    23.3189
1961   7   4   2437484.5    23.3189
1961   7   5   2437485.5    23.3189
1961   7   6   2437486.5    23.3190
1961   7   7   2437487.5    23.3190
1961   7   8   2437488.5    23.3190
1961   7   9   2437489.5    23.3191
1961   7  10   2437490.5    23.3191
1961   7  11   2437491.5    23.3192
1961   7  12   2437492.5    23.3192
1961   7  13   2437493.5    23.3192
1961   7  14   2437494.5    23.3193
1961   7  15   2437495.5    23.3193
1961   7  16   2437496.5    23.3194
1961   7  17   2437497.5    23.3194
1961   7  18   2437498.5    23.3194
1961   7  19   2437499.5    23.3195
1961   7  20   2437500.5    23.3195
1961   7  21   2437501.5    23.3195
1961   7  22   2437502.5    23.3196
1961   7  23   2437503.5    23.3196
1961   7  24   2437504.5    23.3197
1961   7  25   2437505.5    23.3197
1961   7  26   2437506.5    23.3197
1961   7  27   2437507.5    23.3198
1961   7  28   2437508.5    23.3198
1961   7  29   2437509.5    23.3198
1961   7  30   2437510.5    23.3199
1961   7  31   2437511.5    23.3199
1961   8   1   2437512.5    23.3200
1961   8   2   2437513.5    23.3200
1961   8   3   2437514.5    23.3200
1961   8   4   2437515.5    23.3201
1961   8   5   2437516.5    23.3201
1961   8   6   2437517.5    23.3202
1961   8   7   2437518.5    23.3202
1961   8   8   2437519.5    23.3202
1961   8   9   2437520.5    23.3203
1961   8  10   2437521.5    23.3203
1961   8  11   2437522.5    23.3203
1961   8  12   2437523.5    23.3204
1961   8  13   2437524.5    23.3204
1961   8  14   2437525.5    23.3205
1961   8  15   2437526.5    23.3205
1961   8  16   2437527.5    23.3205
1961   8  17   2437528.5    23.3206
1961   8  18   2437529.5    23.3206
1961   8  19   2437530.5    23.3207
1961   8  20   2437531.5    23.3207
1961   8  21   2437532.5    23.3207
1961   8  22   2437533.5    23.3208
1961   8  23   2437534.5    23.3208
1961   8  24   2437535.5    23.3208
1961   8  25   2437536.5    23.3209
1961   8  26   2437537.5    23.3209
1961   8  27   2437538.5    23.3210
1961   8  28   2437539.5    23.3210
1961   8  29   2437540.5    23.3210
1961   8  30   2437541.5    23.3211
1961   8  31   2437542.5    23.3211
1961   9   1   2437543.5    23.3211
1961   9   2   2437544.5    23.3212
1961   9   3   2437545.5    23.3212
1961   9   4   2437546.5    23.3213
1961   9   5   2437547.5    23.3213
1961   9   6   2437548.5    23.3213
1961   9   7   2437549.5    23.3214
1961   9   8   2437550.5    23.3214
1961   9   9   2437551.5    23.3215
1961   9  10   2437552.5    23.3215
1961   9  11   2437553.5    23.3215
1961   9  12   2437554.5    23.3216
1961   9  13   2437555.5    23.3216
1961   9  14   2437556.5    23.3216
1961   9  15   2437557.5    23.3217
1961   9  16   2437558.5    23.3217
1961   9  17   2437559.5    23.3218
1961   9  18   2437560.5    23.3218
1961   9  19   2437561.5    23.3218
1961   9  20   2437562.5    23.3219
1961   9  21   2437563.5    23.3219
1961   9  22   2437564.5    23.3220
1961   9  23   2437565.5    23.3220
1961   9  24   2437566.5    23.3220
1961   9  25   2437567.5    23.3221
1961   9  26   2437568.5    23.3221
1961   9  27   2437569.5    23.3221
1961   9  28   2437570.5    23.3222
1961   9  29   2437571.5    23.3222
1961   9  30   2437572.5    23.3223
1961  10   1   2437573.5    23.3223
1961  10   2   2437574.5    23.3223
1961  10   3   2437575.5    23.3224
1961  10   4   2437576.5    23.3224
1961  10   5   2437577.5    23.3224
1961  10   6   2437578.5    23.3225
1961  10   7   2437579.5    23.3225
1961  10   8   2437580.5    23.3226
1961  10   9   2437581.5    23.3226
1961  10  10   2437582.5    23.3226
1961  10  11   2437583.5    23.3227
1961  10  12   2437584.5    23.3227
1961  10  13   2437585.5    23.3228
1961  10  14   2437586.5    23.3228
1961  10  15   2437587.5    23.3228
1961  10  16   2437588.5    23.3229
1961  10  17   2437589.5    23.3229
1961  10  18   2437590.5    23.3229
1961  10  19   2437591.5    23.3230
1961  10  20   2437592.5    23.3230
1961  10  21   2437593.5    23.3231
1961  10  22   2437594.5    23.3231
1961  10  23   2437595.5    23.3231
1961  10  24   2437596.5    23.3232
1961  10  25   2437597.5    23.3232
1961  10  26   2437598.5    23.3233
1961  10  27   2437599.5    23.3233
1961  10  28   2437600.5    23.3233
1961  10  29   2437601.5    23.3234
1961  10  30   2437602.5    23.3234
1961  10  31   2437603.5    23.3234
1961  11   1   2437604.5    23.3235
1961  11   2   2437605.5    23.3235
1961  11   3   2437606.5    23.3236
1961  11   4   2437607.5    23.3236
1961  11   5   2437608.5    23.3236
1961  11   6   2437609.5    23.3237
1961  11   7   2437610.5    23.3237
1961  11   8   2437611.5    23.3237
1961  11   9   2437612.5    23.3238
1961  11  10   2437613.5    23.3238
1961  11  11   2437614.5    23.3239
1961  11  12   2437615.5    23.3239
1961  11  13   2437616.5    23.3239
1961  11  14   2437617.5    23.3240
1961  11  15   2437618.5    23.3240
1961  11  16   2437619.5    23.3241
1961  11  17   2437620.5    23.3241
1961  11  18   2437621.5    23.3241
1961  11  19   2437622.5    23.3242
1961  11  20   2437623.5    23.3242
1961  11  21   2437624.5    23.3242
1961  11  22   2437625.5    23.3243
1961  11  23   2437626.5    23.3243
1961  11  24   2437627.5    23.3244
1961  11  25   2437628.5    23.3244
1961  11  26   2437629.5    23.3244
1961  11  27   2437630.5    23.3245
1961  11  28   2437631.5    23.3245
1961  11  29   2437632.5    23.3246
1961  11  30   2437633.5    23.3246
1961  12   1   2437634.5    23.3246
1961  12   2   2437635.5    23.3247
1961  12   3   2437636.5    23.3247
1961  12   4   2437637.5    23.3247
1961  12   5   2437638.5    23.3248
1961  12   6   2437639.5    23.3248
1961  12   7   2437640.5    23.3249
1961  12   8   2437641.5    23.3249
1961  12   9   2437642.5    23.3249
1961  12  10   2437643.5    23.3250
1961  12  11   2437644.5    23.3250
1961  12  12   2437645.5    23.3250
1961  12  13   2437646.5    23.3251
1961  12  14   2437647.5    23.3251
1961  12  15   2437648.5    23.3252
1961  12  16   2437649.5    23.3252
1961  12  17   2437650.5    23.3252
1961  12  18   2437651.5    23.3253
1961  12  19   2437652.5    23.3253
1961  12  20   2437653.5    23.3254
1961  12  21   2437654.5    23.3254
1961  12  22   2437655.5    23.3254
1961  12  23   2437656.5    23.3255
1961  12  24   2437657.5    23.3255
1961  12  25   2437658.5    23.3255
1961  12  26   2437659.5    23.3256
1961  12  27   2437660.5    23.3256
1961  12  28   2437661.5    23.3257
1961  12  29   2437662.5    23.3257
1961  12  30   2437663.5    23.3257
1961  12  31   2437664.5    23.3258
1962   1   1   2437665.5    23.3258
1962   1   2   2437666.5    23.3259
1962   1   3   2437667.5    23.3259
1962   1   4   2437668.5    23.3259
1962   1   5   2437669.5    23.3260
1962   1   6   2437670.5    23.3260
1962   1   7   2437671.5    23.3260
1962   1   8   2437672.5    23.3261
1962   1   9   2437673.5    23.3261
1962   1  10   2437674.5    23.3262
1962   1  11   2437675.5    23.3262
1962   1  12   2437676.5    23.3262
1962   1  13   2437677.5    23.3263
1962   1  14   2437678.5    23.3263
1962   1  15   2437679.5    23.3263
1962   1  16   2437680.5    23.3264
1962   1  17   2437681.5    23.3264
1962   1  18   2437682.5    23.3265
1962   1  19   2437683.5    23.3265
1962   1  20   2437684.5    23.3265
1962   1  21   2437685.5    23.3266
1962   1  22   2437686.5    23.3266
1962   1  23   2437687.5    23.3267
1962   1  24   2437688.5    23.3267
1962   1  25   2437689.5    23.3267
1962   1  26   2437690.5    23.3268
1962   1  27   2437691.5    23.3268
1962   1  28   2437692.5    23.3268
1962   1  29   2437693.5    23.3269
1962   1  30   2437694.5    23.3269
1962   1  31   2437695.5    23.3270
1962   2   1   2437696.5    23.3270
1962   2   2   2437697.5    23.3270
1962   2   3   2437698.5    23.3271
1962   2   4   2437699.5    23.3271
1962   2   5   2437700.5    23.3272
1962   2   6   2437701.5    23.3272
1962   2   7   2437702.5    23.3272
1962   2   8   2437703.5    23.3273
1962   2   9   2437704.5    23.3273
1962   2  10   2437705.5    23.3273
1962   2  11   2437706.5    23.3274
1962   2  12   2437707.5    23.3274
1962   2  13   2437708.5    23.3275
1962   2  14   2437709.5    23.3275
